ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"198.8.94.174","elite","AS46562","US","Performive LLC","130","Total Server Solutions L.L.C","39078","socks5","429","1","2023-05-01T04:07:04.168Z","97","1405","1444"
"5.39.19.152","elite","AS16276","FR","OVH ISP","4","Caunes Sebastien","46529","socks5","70","1","2023-05-01T04:07:04.268Z","100","1556","1557"
"47.57.115.226","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","265","Alibaba.com LLC","9050","socks4","638","1","2023-05-01T04:07:04.960Z","99","1499","1511"
"110.78.146.228","elite","AS131090","TH","CAT-BB","182","N/A","4145","socks4","526","1","2023-05-01T04:07:04.658Z","86","1332","1543"
"27.123.3.139","elite","AS45706","ID","PT Tele Globe Global","160","N/A","4145","socks4","662","1","2023-05-01T04:07:04.958Z","99","1543","1556"
"222.252.21.100","elite","AS45899","VN","VietNam Post and Telecom Corporation","190","Hanoi Post and Telecom Company","5678","socks4","88","1","2023-05-01T04:07:04.070Z","97","1395","1442"
"185.169.181.14","elite","AS34984","TR","Ates Dc","53","Ibrahim MALA trading as Ates Dc","4145","socks4","389","1","2023-05-01T04:07:04.241Z","100","1504","1504"
"91.205.129.154","elite","AS47895","RU","LTD \"Erline\"","84","R-Line Ltd","36931","socks4","69","1","2023-05-01T04:07:04.072Z","96","1425","1480"
"46.227.38.129","elite","AS51155","PL","TB Telecom Sp. z o. o.","38","Telemedian","1088","socks4","447","1","2023-05-01T04:07:04.166Z","100","1476","1482"
"103.59.213.29","anonymous","AS58678","IN","India Gaming Center","149","N/A","8080","http","359","383","2023-05-01T04:07:04.661Z","99","1433","1442"
"180.183.121.6","elite","AS45629","TH","Triple T Broadband Public Company Limited","150","Triple T Broadband Public Company Limited","5678","socks4","436","1","2023-05-01T04:07:04.454Z","94","1351","1438"
"109.122.86.234","elite","AS41937","RS","VEKTOR","32","N/A","4153","socks4","459","1","2023-05-01T04:07:04.315Z","100","1558","1558"
"177.131.29.211","elite","AS262378","BR","Compuservice Empreendimentos Ltda","223","Compuservice Empreendimentos Ltda","4153","socks4","438","1","2023-05-01T04:07:04.167Z","99","1541","1558"
"104.17.50.45","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc","80","socks5","244","1","2023-05-01T04:07:04.832Z","100","1479","1480"
"86.57.181.122","elite","AS6697","BY","Republican Unitary Telecommunication Enterprise Beltelecom","49","Byfly Vitebsk","51801","socks4","456","1","2023-05-01T04:07:04.164Z","95","1470","1548"
"183.194.93.138","elite","AS24400","CN","China Mobile communications corporation","357","China Mobile Communications Corporation - shanghai company","51080","socks4","456","1","2023-05-01T04:07:04.174Z","92","1335","1444"
"173.195.27.140","elite","AS11976","US","Fidelity Communication International Inc.","115","Fidelity Communication International Inc.","10091","socks4","376","1","2023-05-01T04:07:04.241Z","100","1557","1559"
"202.131.246.250","elite","AS9484","MN","Mobinet LLC","124","MOBINET-LL","5678","socks4","174","1","2023-05-01T04:07:03.899Z","99","1472","1480"
"114.9.16.50","elite","AS4761","ID","PT. INDOSAT Tbk","187","PT. INDOSAT Tbk","5678","socks4","424","1","2023-05-01T04:07:03.448Z","100","1551","1557"
"103.77.226.1","elite","AS64298","ID","UPN Veteran Surabaya","189","UPN Veteran Surabaya","4153","socks4","258","1","2023-05-01T04:07:03.771Z","84","1313","1558"
"81.12.169.254","elite","AS12302","RO","Vodafone RO","52","Vodafone Romania S.A.","4153","socks4","454","1","2023-05-01T04:07:03.606Z","97","1509","1559"
"91.189.177.190","anonymous","AS34989","NO","ServeTheWorld","29","STW","3128","http","295","81","2023-05-01T04:07:03.862Z","100","1550","1552"
"166.62.52.254","elite","AS26496","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","5138","socks4","397","1","2023-05-01T04:07:03.446Z","97","1440","1485"
"5.189.179.57","elite","AS51167","DE","Contabo GmbH","23","Contabo GmbH","57238","socks5","443","1","2023-05-01T04:07:03.358Z","100","1557","1557"
"45.70.237.146","elite","AS264668","EC","Nedetel S.A.","163","Nedetel S.A","4145","socks4","307","1","2023-05-01T04:07:03.232Z","100","1551","1558"
"120.46.155.74","elite","AS55990","CN","Huawei Cloud Service data center","160","Huawei Cloud Service","7890","socks4","384","1","2023-05-01T04:07:03.540Z","50","747","1492"
"187.102.16.66","elite","AS53094","BR","Guanhaes Internet LTDA-ME","199","Guanhaes Internet LTDA-ME","51327","socks4","444","1","2023-05-01T04:07:03.864Z","99","1535","1558"
"72.252.4.49","elite","AS396899","US","Natural G.C. Inc","139","Columbus Networks USA","4145","socks4","333","1","2023-05-01T04:07:03.231Z","96","1501","1558"
"212.126.5.242","elite","AS8364","PL","Institute of Bioorganic Chemistry Polish Academy of Science","34","Pozman ZOO","42344","socks4","309","1","2023-05-01T04:07:03.653Z","100","1553","1556"
"192.141.232.12","elite","AS267495","BR","Brasil Central Telecomunicação","216","Brasil Central Telecomunicação","33998","socks4","340","1","2023-05-01T04:07:03.759Z","97","1518","1559"
"103.47.93.250","elite","AS134058","IN","Broban Internet Services Pvt.ltd","138","Broban  PVT Ltd.","1080","socks4","470","1","2023-05-01T04:07:03.767Z","99","1548","1558"
"177.36.185.180","elite","AS53062","BR","Ggnet Telecom Backbone","214","Ggnet Telecom Backbone","5678","socks4","488","1","2023-05-01T04:07:03.922Z","99","1551","1559"
"121.230.209.19","elite","AS4134","CN","Chinanet","193","Chinanet JS","3256","socks4","126","1","2023-05-01T04:07:02.858Z","77","1150","1495"
"38.127.179.249","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks5","368","1","2023-05-01T04:07:02.443Z","100","1499","1500"
"185.170.233.103","elite","AS206912","CY","Superdach LTD","67","Infra","47574","socks4","368","1","2023-05-01T04:07:02.430Z","100","1548","1548"
"185.169.181.20","elite","AS34984","TR","Ates Dc","58","Ibrahim MALA trading as Ates Dc","4145","socks4","352","1","2023-05-01T04:07:02.854Z","100","1510","1512"
"43.132.158.215","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","239","Tencent Cloud Computing","1080","socks5","416","1","2023-05-01T04:07:02.133Z","99","1548","1557"
"182.23.49.147","elite","AS4800","ID","PT Aplikanusa Lintasarta","201","N/A","4153","socks4","431","1","2023-05-01T04:07:02.132Z","99","1487","1504"
"1.9.167.35","elite","AS4788","MY","Tmnet, Telekom Malaysia Bhd.","182","Tmnet, Telekom Malaysia Bhd","60489","socks4","424","1","2023-05-01T04:07:02.619Z","100","1555","1558"
"176.113.157.149","elite","AS44010","UA","FOP Bilenkiy Olexander Naumovich","42","BELICOM-FASTIV","37417","socks4","396","1","2023-05-01T04:07:02.853Z","80","1243","1558"
"171.244.76.80","elite","AS7552","VN","Viettel Corporation","207","VIETEL","5678","socks4","383","1","2023-05-01T04:07:02.429Z","99","1547","1559"
"185.6.10.99","elite","AS12552","SE","GlobalConnect AB","38","Internet Vikings International AB","62792","socks5","470","1","2023-05-01T04:07:02.251Z","100","1464","1464"
"221.224.213.155","elite","AS4134","CN","CHINANET jiangsu province network","177","N/A","1080","socks4","144","1","2023-05-01T04:07:02.857Z","49","713","1463"
"24.7.10.171","elite","AS7922","US","Comcast Cable Communications, LLC","161","Comcast Cable Communications","2758","socks4","141","1","2023-05-01T04:07:02.859Z","100","1509","1512"
"202.61.254.57","elite","AS197540","DE","netcup GmbH","24","netcup GmbH","8118","http","222","96","2023-05-01T04:07:02.860Z","100","1442","1443"
"106.75.176.100","elite","AS136958","CN","UCLOUD","208","Shanghai UCloud Information Technology Company Limited","12388","socks5","427","1","2023-05-01T04:07:02.027Z","95","1397","1477"
"103.82.8.197","elite","AS136156","BD","FNF Online","164","N/A","4153","socks4","477","1","2023-05-01T04:07:02.436Z","99","1478","1493"
"197.234.13.94","elite","AS36902","SC","Intelvision","174","Intelvision Ltd","4145","socks4","448","1","2023-05-01T04:07:02.619Z","99","1431","1439"
"186.251.255.29","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","218","Seanet Telecom Carazinho Eireli","31337","socks4","352","1","2023-05-01T04:07:02.431Z","100","1555","1559"
"176.236.222.15","elite","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","68","Guneydogu Telekom Internet Bilisim VE Iletisim HIZ TIC LTD","1080","socks4","405","1","2023-05-01T04:07:02.251Z","98","1525","1559"
"45.7.177.176","elite","AS266626","BR","Litoral Telecom","178","Litoral Telecom","39867","socks4","434","1","2023-05-01T04:07:02.031Z","98","1526","1558"
"149.202.23.207","elite","AS16276","ES","OVH SAS","5","Hekmatyar Koko","16379","socks5","510","1","2023-05-01T04:07:02.038Z","100","1558","1559"
"187.102.26.79","elite","AS53094","BR","Guanhaes Internet LTDA-ME","204","Guanhaes Internet LTDA-ME","35618","socks4","419","1","2023-05-01T04:07:01.009Z","94","1460","1553"
"117.102.78.163","elite","AS17451","ID","BIZNET","187","N/A","1080","socks4","431","1","2023-05-01T04:07:01.754Z","96","1458","1517"
"14.232.160.247","elite","AS45899","VN","VNPT","196","Vietnam Posts and Telecommunications Group","10801","socks4","498","1","2023-05-01T04:07:01.321Z","94","1461","1558"
"181.114.232.59","elite","AS265714","CL","TV CABLE DEL SUR LTDA","230","TV CABLE DEL SUR EIRL","31337","socks4","430","1","2023-05-01T04:07:01.921Z","99","1547","1555"
"118.172.134.75","elite","AS23969","TH","TOT Public Company Limited","181","TOT Public Company Limited","4145","socks4","157","1","2023-05-01T04:07:01.129Z","51","766","1499"
"104.251.93.170","elite","AS20454","US","Secured Servers LLC","138","BraveWay","55847","socks5","461","1","2023-05-01T04:07:01.923Z","100","1479","1481"
"109.73.191.101","elite","AS49924","IT","ECROM-MAIN","71","N/A","5678","socks4","421","1","2023-05-01T04:07:01.772Z","79","1210","1538"
"108.175.23.49","elite","AS33258","US","Computer Solutions","111","Computer Solutions","13135","socks4","449","1","2023-05-01T04:07:01.007Z","99","1543","1558"
"190.220.1.173","elite","AS19037","AR","AMX Argentina S.A.","245","RYO VALLE SRL","35376","socks4","400","1","2023-05-01T04:07:01.915Z","93","1444","1559"
"181.5.212.246","elite","AS7303","AR","Telecom Argentina S.A.","454","Telecom Personal Bs","1080","socks4","399","1","2023-05-01T04:07:01.014Z","29","415","1456"
"43.134.169.72","elite","AS132203","SG","Aceville Pte.ltd","303","N/A","443","socks5","301","1","2023-05-01T04:07:01.447Z","80","1213","1516"
"182.160.102.149","elite","AS24323","BD","Aamra Networks Limited","180","N/A","3128","socks5","432","1","2023-05-01T04:07:01.008Z","100","1463","1469"
"112.85.131.187","elite","AS4837","CN","China Unicom CHINA169 Jiangsu Province Network","198","N/A","9999","socks4","299","1","2023-05-01T04:07:01.446Z","62","945","1520"
"197.234.13.88","elite","AS36902","SC","Intelvision","174","Intelvision Ltd","4145","socks4","480","1","2023-05-01T04:07:01.441Z","100","1508","1515"
"110.78.152.246","elite","AS131090","TH","CAT-BB","182","N/A","5678","socks4","315","1","2023-05-01T04:07:01.445Z","56","867","1541"
"47.243.95.228","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","247","Alibaba.com LLC","10080","socks5","415","1","2023-05-01T04:07:01.130Z","98","1416","1444"
"103.57.222.220","elite","AS135905","VN","INET","195","iNET Media Company Limited","37842","socks5","331","1","2023-05-01T04:07:01.771Z","99","1469","1478"
"79.154.189.19","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","23","N/A","8080","socks5","478","1","2023-05-01T04:07:01.578Z","100","1479","1480"
"222.129.39.209","elite","AS4808","CN","China Unicom Beijing Province Network","240","N/A","57114","socks5","358","1","2023-05-01T04:07:01.446Z","77","1185","1540"
"1.20.184.75","elite","AS23969","TH","TOT Public Company Limited","158","TOT Mobile Co LTD","4153","socks4","548","1","2023-05-01T04:07:00.557Z","98","1525","1557"
"89.237.33.225","elite","AS20485","RU","multi-origin SUTTK","65","N/A","51549","socks4","401","1","2023-05-01T04:07:00.837Z","100","1534","1539"
"182.93.85.49","elite","AS4007","NP","Subisu D85","159","N/A","5678","socks4","383","1","2023-05-01T04:07:00.676Z","92","1374","1486"
"94.23.205.225","elite","AS16276","FR","OVH SAS","5","OVH ISP","36773","socks4","365","1","2023-05-01T04:07:00.748Z","68","1018","1500"
"43.241.135.150","anonymous","AS58678","IN","Intech Telecom","138","N/A","8080","http","539","389","2023-05-01T04:07:00.837Z","100","1439","1442"
"178.72.90.70","elite","AS44257","RU","TNGS-SOUTH network","86","JSC Regional Technical Centre","5678","socks4","398","1","2023-05-01T04:07:00.403Z","99","1547","1557"
"49.156.42.186","elite","AS24492","KH","WiCAM Corporation Ltd","188","WiCAM Corporation Ltd.","5678","socks4","536","1","2023-05-01T04:07:00.293Z","92","1433","1558"
"105.208.44.53","elite","AS16637","ZA","MTN SA","188","MTN SA","5678","socks4","542","1","2023-05-01T04:07:00.159Z","81","1233","1516"
"38.91.106.214","elite","AS63023","US","GTHost","104","Globaltelehost Corp","17441","socks4","550","1","2023-05-01T04:07:00.158Z","99","1503","1511"
"192.81.225.9","elite","AS32678","CA","Fidalia Networks Inc","94","DSA Consultants","33140","socks4","342","1","2023-05-01T04:07:00.841Z","99","1529","1537"
"104.16.143.127","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc","80","socks5","430","1","2023-05-01T04:07:00.074Z","100","1465","1465"
"45.73.0.118","elite","AS5769","CA","Videotron Telecom Ltee","103","Videotron Ltee","5678","socks4","445","1","2023-05-01T04:07:00.788Z","100","1500","1500"
"36.37.104.99","elite","AS4800","ID","LINTASARTA","196","N/A","34040","socks4","485","1","2023-05-01T04:07:00.714Z","99","1445","1461"
"45.229.192.61","elite","AS267757","CO","Interlans S.A.S","182","INTERLANS","5678","socks4","359","1","2023-05-01T04:07:00.565Z","96","1424","1482"
"174.70.241.18","elite","AS22773","US","Cox Communications Inc.","148","Cox Communications","2440","socks4","566","1","2023-05-01T04:07:00.158Z","100","1468","1471"
"94.253.95.241","elite","AS48149","RU","Itkm ISP","52","N/A","3629","socks4","471","1","2023-05-01T04:07:00.674Z","100","1552","1557"
"103.39.236.205","elite","AS133255","IN","Elxer Communications Private Limited","155","Elxer Communications Private Limited","8080","socks4","374","1","2023-05-01T04:07:00.677Z","99","1550","1559"
"171.248.245.94","elite","AS7552","VN","Viettel Corporation","164","VIETEL","5678","socks4","435","1","2023-05-01T04:07:00.836Z","77","1121","1455"
"202.149.89.67","elite","AS17826","ID","Satata Neka Tama","207","N/A","7999","socks5","446","1","2023-05-01T04:07:00.835Z","99","1546","1559"
"186.211.199.118","elite","AS14840","BR","BR Digital","197","Auxiliadora Predial Ltda","4145","socks4","475","1","2023-05-01T04:07:00.716Z","100","1540","1544"
"49.156.39.162","elite","AS24492","KH","WiCAM Corporation Ltd.","177","WiCAM Corporation Ltd.","5678","socks5","454","1","2023-05-01T04:07:00.075Z","97","1395","1443"
"195.168.10.9","elite","AS5578","SK","SWAN, a.s.","22","SWAN, a.s.","6692","socks5","443","1","2023-05-01T04:07:00.077Z","100","1555","1560"
"91.148.233.54","elite","AS50525","DE","Privado Networks AG","10","Privado Networks Frankfurt","8081","socks4","489","1","2023-05-01T04:06:59.684Z","100","1543","1543"
"181.174.85.109","elite","AS23243","GT","Comcel Guatemala S.A.","144","Siegwerk Centroamerica, S.A","5678","socks4","541","1","2023-05-01T04:06:59.800Z","95","1479","1559"
"119.15.81.98","elite","AS24492","KH","WiCAM Corporation Ltd","189","WiCAM Corporation, LTD","5678","socks4","461","1","2023-05-01T04:06:59.562Z","93","1451","1558"
"144.24.238.60","elite","AS31898","CH","Oracle Corporation","15","Oracle Cloud Infrastructure (eu-zurich-1)","8118","http","500","619","2023-05-01T04:06:59.564Z","100","1439","1439"
"95.111.230.236","anonymous","AS51167","DE","Contabo GmbH","18","Contabo GmbH","3128","http","289","231","2023-05-01T04:06:59.130Z","100","1451","1451"
"165.22.52.130","elite","AS14061","SG","DigitalOcean, LLC","166","DigitalOcean, LLC","8000","socks4","419","1","2023-05-01T04:06:59.961Z","61","927","1522"
"188.26.5.254","elite","AS8708","RO","RCS & RDS","46","RCS & RDS Business","4145","socks4","557","1","2023-05-01T04:06:59.799Z","59","917","1557"
"117.94.221.78","elite","AS4134","CN","Chinanet","195","Chinanet JS","1080","socks5","419","1","2023-05-01T04:06:59.137Z","80","1164","1459"
"83.142.166.45","anonymous","AS8369","RU","Intersvyaz-2 JSC","76","Intersvyaz-2 JSC","8080","http","494","296","2023-05-01T04:06:59.568Z","100","1435","1442"
"103.70.159.129","elite","AS133720","IN","speednet","123","N/A","5678","socks4","477","1","2023-05-01T04:06:59.685Z","99","1547","1559"
"38.127.173.150","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks4","391","1","2023-05-01T04:06:59.963Z","100","1498","1500"
"104.156.224.85","elite","AS20473","US","Choopa","85","GameServers.com","11184","socks4","289","1","2023-05-01T04:06:59.129Z","80","1198","1490"
"45.112.3.209","elite","AS134000","IN","Gbps Networks Private Limited","122","Gbps Networks Pvt. Ltd.","4145","socks4","271","1","2023-05-01T04:06:59.128Z","100","1552","1556"
"82.102.13.138","elite","AS20860","GB","Redstation Limited","8","Redstation Limited","8080","socks4","515","1","2023-05-01T04:06:59.432Z","100","1453","1456"
"202.159.60.145","elite","AS9340","ID","PT IndoInternet","224","N/A","443","socks4","471","1","2023-05-01T04:06:59.428Z","100","1550","1557"
"46.174.234.32","elite","AS15874","PL","Interkam Szczepanik Spolka Komandytowa","39","Interkam Szczepanik Spolka Komandytowa","5678","socks4","522","1","2023-05-01T04:06:59.951Z","96","1491","1547"
"212.31.100.138","elite","AS6866","CY","CYTANET - Cyprus Telecommunications Authority","50","N/A","4153","socks4","447","1","2023-05-01T04:06:59.958Z","100","1557","1558"
"103.205.128.33","elite","AS134850","IN","WAY 2 INTERNET PRIVATE LIMITED","119","WAY 2 Internet Private Limited","4303","socks4","408","1","2023-05-01T04:06:59.959Z","100","1518","1523"
"45.7.177.220","elite","AS266626","BR","Litoral Telecom","179","Litoral Telecom","39867","socks4","708","1","2023-05-01T04:06:58.683Z","99","1548","1560"
"103.60.186.21","elite","AS135729","IN","Digital Telco Network India Pvt. Ltd.","134","Digital Telco Network India Pvt. Ltd.","52195","socks4","531","1","2023-05-01T04:06:58.265Z","99","1551","1559"
"45.114.144.199","elite","AS55507","IN","Tejays Dynamic Limited","779","Tejays Dynamic Ltd","32434","socks4","557","1","2023-05-01T04:06:58.268Z","61","884","1458"
"184.82.142.18","elite","AS133481","TH","AIS-Fibre","187","N/A","4145","socks4","683","1","2023-05-01T04:06:58.586Z","86","1309","1521"
"36.89.11.81","elite","AS7713","ID","PT. Telekomunikasi Indonesia","275","Telekomunikasi Indonesia","5678","socks4","444","1","2023-05-01T04:06:58.986Z","76","1179","1549"
"45.226.1.1","elite","AS266987","BR","Web - Link Telecomunicações e Engenharia","222","Web - Link Telecomunicações e Engenharia","4153","socks4","533","1","2023-05-01T04:06:58.440Z","100","1537","1543"
"47.57.246.250","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","252","Alibaba.com LLC","53213","socks5","222","1","2023-05-01T04:06:58.968Z","34","531","1558"
"172.67.182.96","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","556","1","2023-05-01T04:06:58.825Z","100","1463","1463"
"185.6.9.176","elite","AS12552","SE","GlobalConnect AB","35","Internet Vikings International AB","25288","socks4","577","1","2023-05-01T04:06:58.444Z","100","1464","1464"
"192.3.158.51","elite","AS36352","US","ColoCrossing","115","RackNerd LLC","1080","socks4","632","1","2023-05-01T04:06:58.686Z","47","695","1472"
"114.99.8.75","elite","AS4134","CN","Chinanet","216","Chinanet AH","8004","socks4","545","1","2023-05-01T04:06:58.594Z","62","940","1525"
"218.1.142.144","elite","AS4812","CN","China Telecom","291","N/A","57114","socks4","534","1","2023-05-01T04:06:58.984Z","25","370","1482"
"119.15.83.162","elite","AS24492","KH","WiCAM Corporation Ltd","179","WiCAM Corporation, LTD","5678","socks4","548","1","2023-05-01T04:06:58.593Z","95","1451","1528"
"105.213.131.162","elite","AS16637","ZA","MTN SA","182","MTN SA","5678","socks4","354","1","2023-05-01T04:06:58.966Z","99","1451","1460"
"104.24.220.52","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc","80","socks5","572","1","2023-05-01T04:06:58.693Z","100","1479","1479"
"103.127.23.10","elite","AS137645","IN","Macro Signal Pvt Ltd","125","Macro Signal Pvt Ltd","5678","socks4","398","1","2023-05-01T04:06:58.965Z","99","1548","1559"
"181.230.24.15","elite","AS7303","AR","Telecom Argentina S.A.","268","Telecom Argentina S.A","4153","socks4","527","1","2023-05-01T04:06:58.595Z","97","1516","1558"
"179.51.162.8","elite","AS272008","PE","Telecable Central Network Sociedad Anonima Cerrada","198","Telecable Central Network Sociedad Anonima Cerrada","9898","socks4","257","1","2023-05-01T04:06:58.967Z","76","1139","1502"
"122.200.144.132","elite","AS38148","ID","Qiandra Information Technology PT","164","N/A","3629","socks4","690","1","2023-05-01T04:06:58.684Z","99","1549","1558"
"103.73.74.180","elite","AS135468","ID","PT. Wahana Internet Nusantara","203","N/A","1080","socks5","695","1","2023-05-01T04:06:58.585Z","100","1475","1481"
"178.62.226.96","elite","AS14061","NL","DigitalOcean, LLC","15","Digital Ocean","26546","socks4","467","1","2023-05-01T04:06:58.987Z","100","1559","1559"
"36.89.17.227","elite","AS7713","ID","PT. Telekomunikasi Indonesia","198","Telekomunikasi Indonesia","1080","socks4","557","1","2023-05-01T04:06:58.983Z","98","1525","1558"
"41.160.238.106","elite","AS36937","ZA","Liquid Telecommunications Operations Limited","186","Neotel GAU","5678","socks4","419","1","2023-05-01T04:06:58.816Z","55","862","1558"
"58.220.69.212","elite","AS137697","CN","CHINATELECOM JiangSu YangZhou IDC networkdescr: YangZhou, Jiangsu Province, P.","201","Chinanet JS","26589","socks5","563","1","2023-05-01T04:06:58.826Z","98","1413","1436"
"197.234.13.52","elite","AS36902","SC","Intelvision","177","Intelvision Ltd","4145","socks4","230","1","2023-05-01T04:06:58.968Z","100","1433","1438"
"98.111.251.101","elite","AS701","US","Verizon Business","88","Verizon Business","1585","socks4","628","1","2023-05-01T04:06:58.433Z","100","1436","1438"
"188.255.244.9","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","38","Orion Telekom Tim d.o.o.Beograd","1080","socks4","445","1","2023-05-01T04:06:58.816Z","100","1442","1443"
"197.234.13.20","elite","AS36902","SC","Intelvision","178","Intelvision Ltd","4145","socks4","444","1","2023-05-01T04:06:57.565Z","100","1553","1557"
"179.40.75.1","elite","AS22927","AR","Telefonica de Argentina","240","Telefonica de Argentina","61362","socks4","338","1","2023-05-01T04:06:57.566Z","99","1533","1556"
"45.7.177.221","elite","AS266626","BR","Litoral Telecom","179","Litoral Telecom","39867","socks4","356","1","2023-05-01T04:06:57.565Z","99","1546","1558"
"103.105.55.4","elite","AS136873","ID","PT. Mega Artha Lintas Data","197","N/A","8181","socks5","346","1","2023-05-01T04:06:57.106Z","98","1426","1461"
"159.224.243.185","elite","AS13188","UA","Content Delivery Network LTD","57","N/A","61303","socks4","510","1","2023-05-01T04:06:57.563Z","93","1451","1559"
"176.118.51.82","elite","AS198820","UA","Limited Liability Company Radio Network","34","Limited Liability Company Radio Network","3629","socks4","420","1","2023-05-01T04:06:57.104Z","83","1299","1558"
"103.115.255.65","elite","AS137868","BD","Star Internet Service","224","Md. Murad Hossain Ripon","36331","socks4","384","1","2023-05-01T04:06:57.109Z","97","1400","1444"
"202.129.52.173","elite","AS9931","TH","CAT Telecom Public Company Limited","167","CAT Northeast","4153","socks4","280","1","2023-05-01T04:06:57.409Z","96","1469","1538"
"192.111.129.145","elite","AS46562","US","Performive LLC","133","Total Server Solutions L.L.C.","16894","socks4","273","1","2023-05-01T04:06:57.411Z","97","1403","1443"
"184.178.172.11","elite","AS22773","US","Cox Communications Inc.","146","Cox Communications Inc.","4145","socks5","637","1","2023-05-01T04:06:57.758Z","100","1440","1444"
"165.225.204.117","elite","AS5511","FR","Orange S.A - Opentransit network","5","ZSCALER","10605","socks4","288","1","2023-05-01T04:06:57.238Z","99","1450","1463"
"195.168.91.238","elite","AS5578","SK","SWAN, a.s.","23","SWAN, a.s.","4153","socks4","382","1","2023-05-01T04:06:57.568Z","100","1554","1558"
"212.200.118.254","elite","AS8400","RS","TELEKOM SRBIJA a.d.","35","Telekom","4153","socks4","373","1","2023-05-01T04:06:57.569Z","98","1525","1558"
"119.82.251.250","elite","AS38901","KH","EZECOM limited","208","EZECOM limited","31678","socks4","491","1","2023-05-01T04:06:57.235Z","98","1426","1457"
"61.130.151.230","elite","AS4134","CN","Chinanet","206","N/A","7302","socks5","239","1","2023-05-01T04:06:57.106Z","98","1416","1441"
"188.134.1.49","elite","AS41733","RU","Z-Telecom","44","N/A","3629","socks4","819","1","2023-05-01T04:06:56.710Z","99","1534","1547"
"187.155.218.135","elite","AS8151","MX","Uninet S.A. de C.V.","120","Uninet S.A. de C.V.","8081","socks5","1048","1","2023-05-01T04:06:56.056Z","85","1332","1558"
"163.47.35.102","elite","AS23688","BD","Link3 Technologies Limited","186","Corporate Subscriber","4145","socks4","445","2","2023-05-01T04:06:56.837Z","95","1461","1533"
"129.226.92.230","elite","AS132203","SG","Tencent Cloud Computing (Beijing) Co","321","Aceville Pte.ltd","443","socks4","672","1","2023-05-01T04:06:56.851Z","95","1461","1540"
"103.84.175.33","elite","AS136246","BD","Tomattos Technologies Ltd","239","Tomattos Technologies Ltd.","4153","socks4","431","1","2023-05-01T04:06:56.976Z","99","1484","1495"
"204.57.112.5","elite","AS22403","US","Trinicom Communications","105","Level 3","80","socks5","486","1","2023-05-01T04:06:56.310Z","100","1518","1518"
"201.251.63.208","elite","AS22927","AR","Telefonica de Argentina","280","Telefonica de Argentina","49271","socks4","409","1","2023-05-01T04:06:56.526Z","98","1522","1558"
"177.125.160.69","elite","AS262346","BR","FP Telecomunicacoes Ltda","217","FP Telecomunicacoes Ltda","4145","socks4","660","1","2023-05-01T04:06:56.973Z","76","1174","1554"
"197.234.13.91","elite","AS36902","SC","Intelvision","171","Intelvision Ltd","4145","socks4","1010","1","2023-05-01T04:06:56.056Z","99","1448","1457"
"92.249.122.108","elite","AS29107","UA","Private \"Stock company \"Sater\"","43","SYNAPSE","58749","socks4","500","1","2023-05-01T04:06:56.524Z","88","1365","1558"
"181.113.135.254","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","180","Corporacion Nacional De Telecomunicaciones - CNT EP","50083","socks4","404","1","2023-05-01T04:06:56.967Z","96","1399","1464"
"189.22.78.34","elite","AS4230","BR","Claro S.A","243","Hotelaria Accor Brasil S/A","4153","socks4","907","1","2023-05-01T04:06:56.669Z","99","1549","1557"
"51.195.224.227","elite","AS16276","GB","OVH SAS","9","OVH Ltd","1080","socks5","984","1","2023-05-01T04:06:56.667Z","93","1448","1557"
